"","vertrouwen","sesKind","sesVolw","geslacht","wrkls","burgst"
"55",3.81663951342535,-0.988894057273132,-1.65124705568039,"Man","Nee","wettelijk gescheiden"
"56",-1.23721075418223,-0.988894057273132,1.11066656808108,"Vrouw","Ja","getrouwd"
"57",-0.730646499987718,0.959334952651949,-0.270290243799655,"Vrouw","Ja","nooit getrouwd"
"58",-5.24320225644324,-0.349833759209635,-0.270290243799655,"Man","Nee","getrouwd"
"59",2.31245426127351,-2.27412262172648,1.09430861974426,"Vrouw","Nee","getrouwd"
"60",3.32558276966254,3.25458824318019,2.475265431625,"Man","Nee","getrouwd"
"61",1.83690502794241,-0.988894057273132,1.11066656808108,"Man","Nee","nooit getrouwd"
"62",-0.239589756224908,-0.988894057273132,-0.270290243799655,"Vrouw","Nee","nooit getrouwd"
"63",3.32558276966254,2.90756396257703,-0.270290243799655,"Vrouw","Nee","getrouwd"
"64",-2.74139600633407,0.959334952651949,1.09430861974426,"Man","Nee","nooit getrouwd"
"65",0.758031241732418,-0.301953464393163,1.09430861974426,"Vrouw","Nee","getrouwd"
"66",0.823776519553374,-2.27412262172648,-1.65124705568039,"Vrouw","Nee","getrouwd"
"67",1.24908798549523,-2.27412262172648,1.11066656808108,"Man","Nee","getrouwd"
"68",3.32558276966254,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"69",-0.746154010419423,-2.91673690395315,-1.63488910734357,"Man","Nee","getrouwd"
"70",1.83690502794241,-0.301953464393163,2.475265431625,"Man","Nee","getrouwd"
"71",-0.224082245793202,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"72",2.31245426127351,1.00366126330524,-1.63488910734357,"Vrouw","Nee","getrouwd"
"73",4.30769625718816,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"74",-0.239589756224908,-1.28803804305982,-0.952589675571612,"Man","Nee","getrouwd"
"75",-0.286112287520024,0.684131114273496,-2.33354648745235,"Vrouw","Nee","getrouwd"
"76",-5.24320225644324,-1.31197819046806,-3.01584591922431,"Man","Nee","getrouwd"
"77",3.81663951342535,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"78",4.32320376761987,-2.27412262172648,-0.952589675571612,"Vrouw","Nee","getrouwd"
"79",3.80113200299365,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"80",2.24670898345255,-1.63150833949981,-0.286648192136478,"Man","Nee","getrouwd"
"81",-1.75928251880845,-2.27412262172648,-2.33354648745235,"Vrouw","Nee","getrouwd"
"82",-0.746154010419423,5.17887710569704,-0.286648192136478,"Vrouw","Nee","getrouwd"
"83",-2.23483175213956,2.26850366451353,-0.270290243799655,"Vrouw","Ja","feitelijk gescheiden"
"84",2.86554104676314,-2.91673690395315,1.11066656808108,"Vrouw","Ja","getrouwd"
"85",3.81663951342535,4.19279252703038,1.11066656808108,"Man","Nee","nooit getrouwd"
"86",1.28010300635864,-0.669363908241383,-0.270290243799655,"Vrouw","Nee","getrouwd"
"87",0.854791540416785,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"88",3.32558276966254,-0.988894057273132,1.09430861974426,"Man","Nee","getrouwd"
"89",1.33034077374789,-2.27412262172648,-0.270290243799655,"Vrouw","Nee","getrouwd"
"90",2.26593172997839,0.612310672048788,-3.01584591922431,"Vrouw","Ja","getrouwd"
"91",-3.2634677709603,2.92795012582209,-0.952589675571612,"Vrouw","Ja","getrouwd"
"92",-3.24796026052859,-1.28803804305982,-0.952589675571612,"Vrouw","Nee","getrouwd"
"93",-0.684123968692601,0.636250819457024,-0.952589675571612,"Man","Nee","getrouwd"
"94",3.31007525923084,2.88362381516879,-1.65124705568039,"Vrouw","Nee","wettelijk gescheiden"
"95",-2.26584677300297,-1.95459247269473,-0.952589675571612,"Vrouw","Nee","getrouwd"
"96",0.758031241732418,-2.27412262172648,-1.63488910734357,"Man","Nee","getrouwd"
"97",0.789046262595829,-2.27412262172648,-1.65124705568039,"Vrouw","Nee","getrouwd"
"98",1.83690502794241,-0.301953464393163,2.475265431625,"Vrouw","Nee","getrouwd"
"99",-0.239589756224908,-1.31197819046806,-2.33354648745235,"Vrouw","Ja","getrouwd"
"100",1.83690502794241,2.58447982938211,-3.01584591922431,"Man","Nee","getrouwd"
"101",1.85241253837411,0.66019096686526,-1.63488910734357,"Man","Nee","getrouwd"
"102",1.3458482841796,-0.988894057273132,2.475265431625,"Man","Nee","nooit getrouwd"
"103",1.74014472925804,-2.27412262172648,-0.952589675571612,"Vrouw","Nee","getrouwd"
"104",2.83452602589973,0.296334507180216,-0.286648192136478,"Man","Nee","nooit getrouwd"
"105",-0.730646499987718,-0.988894057273132,-0.270290243799655,"Man","Nee","nooit getrouwd"
"106",1.79038249664729,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"107",3.32558276966254,-2.27412262172648,-0.270290243799655,"Vrouw","Ja","weduwe/weduwnaar"
"108",-1.22170324375053,0.296334507180216,-0.286648192136478,"Vrouw","Nee","getrouwd"
"109",0.854791540416785,-1.63150833949981,-0.270290243799655,"Vrouw","Ja","nooit getrouwd"
"110",0.332719775790564,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"111",3.32558276966254,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"112",-1.25271826461394,0.296334507180216,0.428367136309126,"Man","Nee","getrouwd"
"113",-0.730646499987718,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"114",3.81663951342535,-2.27412262172648,-2.33354648745235,"Vrouw","Nee","weduwe/weduwnaar"
"115",-1.23721075418223,-1.28803804305982,-0.952589675571612,"Man","Nee","getrouwd"
"116",-2.75690351676578,-0.301953464393163,-0.270290243799655,"Vrouw","Nee","getrouwd"
"117",2.23120147302085,-2.27412262172648,-3.01584591922431,"Vrouw","Nee","wettelijk gescheiden"
"118",0.823776519553374,-2.27412262172648,-0.270290243799655,"Man","Nee","nooit getrouwd"
"119",1.74014472925804,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"120",0.235959477106197,-2.27412262172648,-0.952589675571612,"Man","Nee","getrouwd"
"121",-2.23483175213956,0.296334507180216,2.475265431625,"Man","Nee","samenlevingscontract"
"122",-0.158336967972246,-2.27412262172648,-0.270290243799655,"Vrouw","Nee","weduwe/weduwnaar"
"123",1.80589000707899,-0.988894057273132,-2.33354648745235,"Man","Nee","nooit getrouwd"
"124",0.742523731300712,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"125",1.86792004880582,-1.63150833949981,1.09430861974426,"Vrouw","Nee","getrouwd"
"126",-0.761661520851129,4.21317869027544,-2.33354648745235,"Man","Ja","getrouwd"
"127",-3.7390170042914,0.316720670425275,0.428367136309126,"Vrouw","Nee","getrouwd"
"128",-0.730646499987718,-0.988894057273132,-0.270290243799655,"Vrouw","Ja","samenlevingscontract"
"129",2.31245426127351,-0.669363908241383,1.09430861974426,"Man","Nee","getrouwd"
"130",0.235959477106197,-0.325893611801399,-2.33354648745235,"Man","Ja","getrouwd"
"131",3.81663951342535,3.22709411160878,-0.952589675571612,"Man","Nee","getrouwd"
"132",4.30769625718816,-2.27412262172648,-1.63488910734357,"Vrouw","Nee","weduwe/weduwnaar"
"133",-3.7390170042914,3.57056440804876,-0.270290243799655,"Man","Nee","samenlevingscontract"
"134",2.81901851546803,2.60841997679034,-3.01584591922431,"Vrouw","Nee","feitelijk gescheiden"
"135",-0.808184052146245,3.57056440804876,-1.63488910734357,"Vrouw","Nee","getrouwd"
"136",-0.664901222166762,-2.27412262172648,-1.63488910734357,"Vrouw","Nee","getrouwd"
"137",1.77115975012145,-1.63150833949981,-0.270290243799655,"Vrouw","Nee","getrouwd"
"138",-3.24796026052859,-1.63150833949981,-0.270290243799655,"Vrouw","Nee","weduwe/weduwnaar"
"139",2.81901851546803,0.296334507180216,2.475265431625,"Vrouw","Nee","nooit getrouwd"
"140",2.72225821678366,-1.63150833949981,-0.952589675571612,"Man","Nee","getrouwd"
"141",4.82976802181438,-1.31197819046806,1.11066656808108,"Man","Nee","getrouwd"
"142",1.3458482841796,-1.63150833949981,2.475265431625,"Vrouw","Ja","getrouwd"
"143",3.83214702385706,0.935394805243714,1.09430861974426,"Man","Nee","getrouwd"
"144",-3.72350949385969,2.58447982938211,-1.63488910734357,"Vrouw","Nee","getrouwd"
"145",2.34346928213692,0.296334507180216,1.11066656808108,"Vrouw","Nee","nooit getrouwd"
"146",1.39237081547471,0.612310672048788,-3.01584591922431,"Vrouw","Nee","getrouwd"
"147",-3.21694523966518,-0.349833759209635,-1.63488910734357,"Man","Nee","getrouwd"
"148",2.83452602589973,-1.28803804305982,-0.270290243799655,"Vrouw","Nee","getrouwd"
"149",-2.25033926257126,-0.968507894028073,1.09430861974426,"Man","Ja","wettelijk gescheiden"
"150",2.83452602589973,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"151",-0.270604777088319,-0.669363908241383,1.11066656808108,"Man","Nee","nooit getrouwd"
"152",0.742523731300712,0.296334507180216,-0.270290243799655,"Vrouw","Nee","nooit getrouwd"
"153",0.823776519553374,-2.27412262172648,1.11066656808108,"Man","Nee","samenlevingscontract"
"154",0.742523731300712,-2.27412262172648,-0.270290243799655,"Man","Nee","getrouwd"
"155",0.758031241732418,3.57056440804876,-0.253932295462831,"Man","Nee","getrouwd"
"156",0.251466987537902,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"157",1.24908798549523,-2.27412262172648,1.11066656808108,"Man","Nee","getrouwd"
"158",-0.255097266656613,0.636250819457024,-0.952589675571612,"Man","Nee","getrouwd"
"159",-0.158336967972246,-0.325893611801399,-1.63488910734357,"Vrouw","Nee","getrouwd"
"160",3.32558276966254,-0.988894057273132,2.475265431625,"Man","Nee","nooit getrouwd"
"161",-3.24796026052859,-2.27412262172648,1.11066656808108,"Vrouw","Nee","wettelijk gescheiden"
"162",0.854791540416785,-0.988894057273132,1.09430861974426,"Man","Nee","nooit getrouwd"
"163",-1.72826749794504,3.57056440804876,-1.63488910734357,"Man","Nee","getrouwd"
"164",0.742523731300712,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"165",3.81663951342535,-2.27412262172648,-2.33354648745235,"Man","Nee","getrouwd"
"166",-1.74377500837675,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"167",-1.74377500837675,-0.00280947860647338,-0.270290243799655,"Vrouw","Nee","getrouwd"
"168",3.81663951342535,-0.988894057273132,1.11066656808108,"Man","Nee","samenlevingscontract"
"169",-1.28373328547735,3.57056440804876,-2.33354648745235,"Man","Nee","getrouwd"
"170",2.83452602589973,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"171",3.81663951342535,-0.988894057273132,-0.270290243799655,"Man","Nee","nooit getrouwd"
"172",0.332719775790564,2.58447982938211,-0.270290243799655,"Vrouw","Ja","getrouwd"
"173",-2.75690351676578,1.89753923650214,-0.270290243799655,"Vrouw","Ja","samenlevingscontract"
"174",-0.239589756224908,1.94541953131861,-0.270290243799655,"Man","Nee","nooit getrouwd"
"175",-2.26584677300297,0.296334507180216,-0.270290243799655,"Man","Nee","getrouwd"
"176",3.81663951342535,-1.63150833949981,2.475265431625,"Man","Nee","getrouwd"
"177",-1.74377500837675,0.636250819457024,-0.270290243799655,"Vrouw","Nee","getrouwd"
"178",-0.173844478403951,-2.27412262172648,-0.270290243799655,"Vrouw","Nee","getrouwd"
"179",0.251466987537902,0.612310672048788,-0.286648192136478,"Vrouw","Nee","nooit getrouwd"
"180",-1.75928251880845,0.612310672048788,-0.286648192136478,"Vrouw","Nee","getrouwd"
"181",0.758031241732418,0.296334507180216,1.11066656808108,"Man","Nee","nooit getrouwd"
"182",1.24908798549523,-2.27412262172648,1.11066656808108,"Man","Nee","getrouwd"
"183",1.83690502794241,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"184",1.83690502794241,-0.988894057273132,1.11066656808108,"Vrouw","Ja","samenlevingscontract"
"185",0.220451966674491,4.85579297250211,-1.65124705568039,"Vrouw","Nee","weduwe/weduwnaar"
"186",-1.75928251880845,-0.988894057273132,2.475265431625,"Man","Nee","samenlevingscontract"
"187",-1.22170324375053,4.21317869027544,-0.270290243799655,"Vrouw","Nee","getrouwd"
"188",2.83452602589973,1.62233539812368,1.11066656808108,"Man","Nee","getrouwd"
"189",-0.730646499987718,-0.988894057273132,1.09430861974426,"Man","Nee","nooit getrouwd"
"190",0.773538752164123,-2.27412262172648,1.09430861974426,"Vrouw","Nee","getrouwd"
"191",0.266974497969608,-0.988894057273132,1.11066656808108,"Man","Nee","getrouwd"
"192",1.24908798549523,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"193",0.83928402998508,0.296334507180216,2.475265431625,"Man","Nee","nooit getrouwd"
"194",-0.746154010419423,-0.988894057273132,-0.270290243799655,"Vrouw","Nee","getrouwd"
"195",-2.26584677300297,-1.63150833949981,-0.270290243799655,"Man","Nee","feitelijk gescheiden"
"196",3.32558276966254,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"197",1.8213975175107,-0.988894057273132,1.09430861974426,"Vrouw","Nee","weduwe/weduwnaar"
"198",-2.74139600633407,-0.988894057273132,0.428367136309126,"Vrouw","Nee","nooit getrouwd"
"199",-1.15595796592957,-1.63150833949981,-0.286648192136478,"Vrouw","Nee","getrouwd"
"200",-4.23007374805421,1.62233539812368,1.11066656808108,"Man","Nee","getrouwd"
"201",3.27906023836742,-2.27412262172648,-3.01584591922431,"Vrouw","Nee","getrouwd"
"202",-0.730646499987718,0.296334507180216,-0.952589675571612,"Vrouw","Nee","weduwe/weduwnaar"
"203",3.81663951342535,-0.988894057273132,1.09430861974426,"Vrouw","Nee","getrouwd"
"204",-0.239589756224908,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"205",0.83928402998508,-0.325893611801399,1.09430861974426,"Vrouw","Nee","wettelijk gescheiden"
"206",2.81901851546803,-1.63150833949981,2.475265431625,"Vrouw","Nee","nooit getrouwd"
"207",3.31007525923084,0.979721115897008,-0.952589675571612,"Man","Nee","getrouwd"
"208",-2.23483175213956,3.22709411160878,-0.952589675571612,"Man","Ja","nooit getrouwd"
"209",-0.730646499987718,4.85579297250211,-1.65124705568039,"Vrouw","Nee","getrouwd"
"210",0.83928402998508,-2.27412262172648,-0.270290243799655,"Vrouw","Nee","getrouwd"
"211",-2.74139600633407,-2.27412262172648,1.11066656808108,"Man","Nee","getrouwd"
"212",1.85241253837411,-0.0267496260147092,2.475265431625,"Vrouw","Ja","getrouwd"
"213",-1.75928251880845,-2.27412262172648,-2.33354648745235,"Vrouw","Nee","getrouwd"
"214",-1.25271826461394,-0.325893611801399,-0.952589675571612,"Man","Nee","wettelijk gescheiden"
"215",-2.25033926257126,-0.349833759209635,-1.63488910734357,"Man","Nee","getrouwd"
"216",-0.127321947108835,0.316720670425275,-0.952589675571612,"Man","Nee","getrouwd"
"217",-1.28373328547735,-2.27412262172648,-1.63488910734357,"Vrouw","Nee","getrouwd"
"218",1.83690502794241,-0.00280947860647338,-1.65124705568039,"Man","Nee","nooit getrouwd"
"219",1.29932575288448,-0.325893611801399,-1.63488910734357,"Man","Nee","getrouwd"
"220",-0.255097266656613,-0.988894057273132,2.475265431625,"Man","Nee","nooit getrouwd"
"221",3.83214702385706,-0.988894057273132,1.09430861974426,"Vrouw","Nee","nooit getrouwd"
"222",1.3458482841796,-1.63150833949981,1.09430861974426,"Vrouw","Nee","samenlevingscontract"
"223",3.32558276966254,-1.28803804305982,-2.31718853911553,"Vrouw","Ja","getrouwd"
"224",-0.158336967972246,2.88362381516879,-0.270290243799655,"Vrouw","Nee","samenlevingscontract"
"225",-0.730646499987718,0.292780523017039,2.475265431625,"Vrouw","Nee","getrouwd"
"226",-1.22170324375053,-1.63150833949981,-1.65124705568039,"Vrouw","Nee","nooit getrouwd"
"227",2.31245426127351,-0.988894057273132,2.475265431625,"Man","Nee","nooit getrouwd"
"228",3.32558276966254,-2.27412262172648,-0.270290243799655,"Vrouw","Nee","wettelijk gescheiden"
"229",2.23120147302085,-2.27412262172648,-1.65124705568039,"Vrouw","Nee","getrouwd"
"230",-0.239589756224908,0.684131114273496,1.11066656808108,"Man","Nee","getrouwd"
"231",1.83690502794241,0.684131114273496,-0.270290243799655,"Vrouw","Nee","getrouwd"
"232",-1.25271826461394,0.66019096686526,0.428367136309126,"Vrouw","Nee","getrouwd"
"233",2.34346928213692,-0.349833759209635,1.11066656808108,"Man","Nee","getrouwd"
"234",5.30531725514549,0.296334507180216,1.11066656808108,"Vrouw","Nee","nooit getrouwd"
"235",1.28010300635864,0.612310672048788,-1.65124705568039,"Vrouw","Nee","getrouwd"
"236",4.33871127805157,3.25458824318019,2.475265431625,"Man","Nee","getrouwd"
"237",-1.69725247708163,-0.988894057273132,1.09430861974426,"Vrouw","Nee","getrouwd"
"238",-1.23721075418223,1.96935967872684,1.11066656808108,"Man","Nee","getrouwd"
"239",-3.72350949385969,1.89753923650214,1.11066656808108,"Vrouw","Nee","getrouwd"
"240",-1.25271826461394,-0.988894057273132,1.09430861974426,"Vrouw","Nee","nooit getrouwd"
"241",2.34346928213692,-1.63150833949981,2.475265431625,"Vrouw","Nee","nooit getrouwd"
"242",3.32558276966254,-2.27412262172648,1.09430861974426,"Man","Nee","getrouwd"
"243",0.251466987537902,-0.988894057273132,1.11066656808108,"Man","Nee","getrouwd"
"244",1.3458482841796,3.25458824318019,2.475265431625,"Man","Nee","getrouwd"
"245",-0.730646499987718,0.636250819457024,-3.01584591922431,"Man","Nee","getrouwd"
"246",-5.24320225644324,0.296334507180216,-0.270290243799655,"Man","Nee","nooit getrouwd"
"247",1.83690502794241,0.296334507180216,1.09430861974426,"Man","Nee","nooit getrouwd"
"248",0.251466987537902,0.296334507180216,2.475265431625,"Man","Ja","getrouwd"
"249",-3.23245275009688,2.90756396257703,1.11066656808108,"Man","Nee","getrouwd"
"250",0.823776519553374,1.2788651016837,3.15756486339696,"Man","Nee","getrouwd"
"251",-3.24796026052859,0.935394805243714,1.11066656808108,"Man","Nee","nooit getrouwd"
"252",-0.255097266656613,-2.27412262172648,2.475265431625,"Vrouw","Nee","getrouwd"
"253",2.81901851546803,-0.988894057273132,1.09430861974426,"Vrouw","Nee","getrouwd"
"254",3.32558276966254,-1.28803804305982,-0.952589675571612,"Man","Nee","getrouwd"
"255",3.81663951342535,-2.27412262172648,-1.65124705568039,"Man","Nee","weduwe/weduwnaar"
"256",-1.74377500837675,-1.63150833949981,-2.33354648745235,"Vrouw","Nee","weduwe/weduwnaar"
"257",0.742523731300712,-0.988894057273132,1.09430861974426,"Man","Nee","getrouwd"
"258",3.32558276966254,0.296334507180216,2.475265431625,"Man","Nee","getrouwd"
"259",0.854791540416785,-0.988894057273132,2.475265431625,"Man","Nee","getrouwd"
"260",1.83690502794241,-2.27412262172648,-0.952589675571612,"Man","Nee","getrouwd"
"261",2.32796177170522,-0.645423760833147,2.475265431625,"Man","Nee","getrouwd"
"262",1.8213975175107,-0.301953464393163,1.09430861974426,"Vrouw","Ja","getrouwd"
"263",-0.746154010419423,-1.63150833949981,1.11066656808108,"Man","Nee","getrouwd"
"264",-1.23721075418223,0.983275100060185,2.475265431625,"Vrouw","Nee","getrouwd"
"265",2.81901851546803,0.296334507180216,2.475265431625,"Vrouw","Nee","nooit getrouwd"
"266",-1.29924079590906,-0.00636346276965025,-0.253932295462831,"Vrouw","Nee","getrouwd"
"267",2.32796177170522,-1.63150833949981,2.475265431625,"Vrouw","Nee","getrouwd"
"268",1.3613557946113,0.296334507180216,1.09430861974426,"Vrouw","Nee","getrouwd"
"269",3.81663951342535,-1.63150833949981,2.475265431625,"Man","Nee","getrouwd"
"270",-1.23721075418223,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"271",2.81901851546803,0.296334507180216,2.475265431625,"Vrouw","Nee","getrouwd"
"272",3.32558276966254,-2.27412262172648,2.475265431625,"Man","Nee","getrouwd"
"273",-3.24796026052859,3.86970839383545,1.09430861974426,"Vrouw","Ja","wettelijk gescheiden"
"274",-0.224082245793202,0.296334507180216,2.475265431625,"Man","Nee","samenlevingscontract"
"275",-2.23483175213956,-1.31197819046806,-0.270290243799655,"Man","Nee","nooit getrouwd"
"276",-1.17146547636128,-0.0303036101778862,-0.270290243799655,"Man","Nee","getrouwd"
"277",-1.25271826461394,-2.91673690395315,-3.01584591922431,"Vrouw","Nee","weduwe/weduwnaar"
"278",-1.72826749794504,0.296334507180216,2.475265431625,"Man","Nee","nooit getrouwd"
"279",2.83452602589973,3.57056440804876,1.77660805151622,"Man","Nee","getrouwd"
"280",-1.25271826461394,-1.95459247269473,-0.270290243799655,"Vrouw","Nee","getrouwd"
"281",-0.173844478403951,-0.988894057273132,1.09430861974426,"Man","Nee","getrouwd"
"282",-1.23721075418223,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"283",0.87029905084849,-2.27412262172648,-0.270290243799655,"Vrouw","Ja","getrouwd"
"284",-0.239589756224908,-0.988894057273132,1.11066656808108,"Man","Nee","nooit getrouwd"
"285",-0.730646499987718,-0.988894057273132,-0.270290243799655,"Vrouw","Nee","nooit getrouwd"
"286",-0.715138989556012,-0.988894057273132,-0.270290243799655,"Man","Nee","nooit getrouwd"
"287",-1.23721075418223,-1.63150833949981,2.475265431625,"Vrouw","Nee","getrouwd"
"288",3.34109028009425,0.935394805243714,1.09430861974426,"Man","Nee","feitelijk gescheiden"
"289",-0.239589756224908,2.26850366451353,-0.270290243799655,"Vrouw","Nee","nooit getrouwd"
"290",2.81901851546803,-0.988894057273132,-0.270290243799655,"Vrouw","Nee","getrouwd"
"291",-0.761661520851129,2.90756396257703,-1.63488910734357,"Vrouw","Ja","nooit getrouwd"
"292",3.73538672517269,0.979721115897008,-0.952589675571612,"Man","Nee","getrouwd"
"293",1.26459549592693,1.62233539812368,-1.65124705568039,"Man","Nee","getrouwd"
"294",-0.746154010419423,0.292780523017039,1.11066656808108,"Vrouw","Nee","getrouwd"
"295",-1.72826749794504,0.979721115897008,-2.33354648745235,"Vrouw","Nee","weduwe/weduwnaar"
"296",-0.204859499267362,-0.988894057273132,2.475265431625,"Vrouw","Nee","getrouwd"
"297",1.33034077374789,2.2445635171053,2.475265431625,"Vrouw","Nee","samenlevingscontract"
"298",4.79875300095097,3.89364854124369,-0.286648192136478,"Vrouw","Nee","weduwe/weduwnaar"
"299",3.81663951342535,2.26494968035036,2.475265431625,"Man","Nee","getrouwd"
"300",2.73776572721536,2.58447982938211,-1.63488910734357,"Vrouw","Nee","weduwe/weduwnaar"
"301",-1.72826749794504,0.959334952651949,2.475265431625,"Vrouw","Nee","getrouwd"
